customer_id,customer_name,segment,recency,frequency,monetary,avg_discount,avg_margin,num_channels,churn_prob,segment_label,recommended_action,priority
DJ-13630,Doug Jacobs,Consumer,12,3,731.5644,0.0625,0.25621527777777775,2,,Lost,Standard newsletter + seasonal promotions,LOW
KH-16630,Ken Heidel,Corporate,58,9,727.3786,0.10588235294117647,0.26294117647058823,3,0.0017182783,Loyal,Upsell to higher-margin categories (Technology),LOW
RR-19525,Rick Reed,Corporate,170,6,721.6826,0.06000000000000001,0.29524999999999996,3,0.003067958,Lost,Dormant reactivation: survey + discount offer,LOW
AS-10225,Alan Schoenberger,Corporate,22,5,719.7751000000001,0.06153846153846154,0.2692307692307692,3,,Lost,Standard newsletter + seasonal promotions,LOW
WB-21850,William Brown,Consumer,20,11,714.3311,0.2054054054054054,0.0185135135135135,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
FC-14335,Fred Chung,Corporate,184,7,714.2926,0.16,0.21075,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
RF-19735,Roland Fjeld,Consumer,89,7,711.6168,0.014285714285714287,0.3835714285714285,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
KC-16540,Kelly Collister,Consumer,97,4,709.4219,0.2,-0.1385,3,,Lost,Standard newsletter + seasonal promotions,LOW
RW-19690,Robert Waldorf,Consumer,79,5,707.5503,0.07333333333333333,0.23166666666666663,3,0.0027760747,Lost,Standard newsletter + seasonal promotions,LOW
RW-19630,Rob Williams,Corporate,89,9,698.8325,0.1375,0.08765624999999998,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
MC-17845,Michael Chen,Consumer,1,7,698.4174,0.09999999999999999,0.26857142857142857,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
ML-17395,Marina Lichtenstein,Corporate,69,9,684.9162,0.17250000000000001,0.11224754901960783,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
JG-15115,Jack Garza,Consumer,758,3,684.1911,0.24285714285714288,0.04619047619047619,3,,At Risk,Re-engagement email: show personalized deals,LOW
PJ-19015,Pauline Johnson,Consumer,134,7,682.9979000000001,0.08,0.25949999999999995,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
EM-13825,Elizabeth Moffitt,Corporate,55,8,682.5541999999999,0.0625,0.2928125,3,0.0022195608,Loyal,Upsell to higher-margin categories (Technology),LOW
TG-21310,Toby Gnade,Consumer,337,5,682.1704,0.2111111111111111,0.05944444444444444,3,,At Risk,Re-engagement email: show personalized deals,LOW
ED-13885,Emily Ducich,Home Office,135,8,670.4435000000001,0.21428571428571427,-0.08089002267573699,2,0.0018736852,Loyal,Upsell to higher-margin categories (Technology),LOW
LW-16990,Lindsay Williams,Corporate,33,6,662.8339000000001,0.10909090909090911,0.25909090909090904,3,,Lost,Standard newsletter + seasonal promotions,LOW
EB-13840,Ellis Ballard,Corporate,90,5,656.1988,0.125,0.1859375,3,,Lost,Standard newsletter + seasonal promotions,LOW
KH-16510,Keith Herrera,Consumer,22,7,656.1162,0.10869565217391304,0.17194373401534527,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
BP-11155,Becky Pak,Consumer,89,6,647.3847000000001,0.0818181818181818,0.2633333333333333,3,,Lost,Standard newsletter + seasonal promotions,LOW
RB-19465,Rick Bensley,Home Office,9,12,640.5466,0.13478260869565217,0.16640269151138715,3,0.0016463528,Loyal,Upsell to higher-margin categories (Technology),LOW
MP-17965,Michael Paige,Corporate,72,9,638.1563,0.255,-0.13014880952380953,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
JF-15415,Jennifer Ferguson,Consumer,2,6,635.6376,0.07142857142857142,0.29839285714285707,3,,Lost,Standard newsletter + seasonal promotions,LOW
KM-16225,Kalyca Meade,Corporate,14,6,635.1057000000001,0.021052631578947368,0.3435526315789474,3,,Lost,Standard newsletter + seasonal promotions,LOW
BD-11605,Brian Dahlen,Consumer,97,7,634.8463,0.0725,0.28871323529411763,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
RF-19345,Randy Ferguson,Corporate,390,8,633.7072000000001,0.1375,0.14817708333333335,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
RS-19420,Ricardo Sperren,Corporate,76,5,633.4513999999999,0.0,0.3244444444444444,3,,Lost,Standard newsletter + seasonal promotions,LOW
NP-18700,Nora Preis,Consumer,138,7,631.2282,0.19615384615384618,-0.011892911010558073,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
XP-21865,Xylona Preis,Consumer,43,11,621.23,0.04642857142857143,0.3194742063492063,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SC-20695,Steve Chapman,Corporate,89,10,611.8291,0.15714285714285717,-0.11285714285714284,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SA-20830,Sue Ann Reed,Consumer,63,10,610.1496000000001,0.19285714285714284,0.1761111111111111,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
TC-21295,Toby Carlisle,Consumer,27,8,606.3727,0.13125,0.14140624999999998,2,0.002388927,Loyal,Upsell to higher-margin categories (Technology),LOW
MP-17470,Mark Packer,Home Office,719,7,600.2873,0.12142857142857144,0.2623979591836734,3,,At Risk,Re-engagement email: show personalized deals,LOW
RP-19855,Roy Phan,Corporate,28,8,594.5868,0.13333333333333333,0.1141111111111111,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
JL-15505,Jeremy Lonsdale,Consumer,49,6,591.7163,0.07058823529411766,0.28911764705882353,3,,Lost,Standard newsletter + seasonal promotions,LOW
PF-19225,Phillip Flathmann,Consumer,114,5,591.3118000000001,0.06000000000000001,0.27675,3,,Lost,Standard newsletter + seasonal promotions,LOW
JK-16090,Juliana Krohn,Consumer,28,3,586.6625,0.19999999999999998,-0.08833333333333333,3,,Lost,Standard newsletter + seasonal promotions,LOW
SM-20950,Suzanne McNair,Corporate,25,12,581.5741999999999,0.1272727272727273,0.19051767676767675,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
JO-15145,Jack O'Briant,Corporate,57,9,581.4045,0.07307692307692308,0.22859728506787327,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
NC-18340,Nat Carroll,Consumer,224,5,580.3075,0.0411764705882353,0.29406862745098034,3,,Lost,Dormant reactivation: survey + discount offer,LOW
KB-16585,Ken Black,Corporate,230,12,579.3551,0.10869565217391304,0.22717391304347825,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
AP-10915,Arthur Prichep,Consumer,98,10,579.3113,0.09354838709677421,0.23924731182795697,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
JF-15190,Jamie Frazer,Consumer,65,7,575.1259,0.12105263157894736,0.22543859649122808,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
TM-21010,Tamara Manning,Consumer,103,8,573.3013,0.05263157894736842,0.2538157894736842,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SG-20080,Sandra Glassco,Consumer,8,3,570.438,0.06818181818181818,0.2713235294117647,3,,Lost,Standard newsletter + seasonal promotions,LOW
SP-20860,Sung Pak,Corporate,79,10,566.7226,0.20833333333333334,0.07270833333333333,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
JS-15880,John Stevenson,Consumer,534,5,564.9798000000001,0.14666666666666667,0.15763071895424835,3,,At Risk,Re-engagement email: show personalized deals,LOW
RH-19495,Rick Hansen,Consumer,32,5,563.7877,0.1,0.33791666666666664,2,,Lost,Standard newsletter + seasonal promotions,LOW
DP-13105,Dave Poirier,Corporate,6,8,563.1761,0.1142857142857143,0.26857142857142857,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
DG-13300,Deirdre Greer,Corporate,32,5,562.7761,0.1,0.22593749999999999,3,,Lost,Standard newsletter + seasonal promotions,LOW
LL-16840,Lauren Leatherbury,Consumer,249,6,560.0078,0.016666666666666666,0.35041666666666665,3,,Lost,Dormant reactivation: survey + discount offer,LOW
SH-19975,Sally Hughsby,Corporate,29,13,558.4739999999999,0.13620689655172413,0.1598123732251521,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
LD-17005,Lisa DeCherney,Consumer,414,4,557.1714,0.028571428571428574,0.37142857142857144,3,,At Risk,Re-engagement email: show personalized deals,LOW
RA-19285,Ralph Arnett,Consumer,5,9,546.0882,0.1647058823529412,0.12073529411764705,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
DN-13690,Duane Noonan,Consumer,217,7,540.5405000000001,0.018181818181818184,0.29886363636363633,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SF-20965,Sylvia Foulston,Corporate,48,9,539.9352,0.2705882352941177,-0.06354575163398694,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
KD-16615,Ken Dana,Corporate,289,5,539.7219,0.1076923076923077,0.29634615384615387,3,,Lost,Dormant reactivation: survey + discount offer,LOW
DK-13090,Dave Kipp,Consumer,42,7,536.3935,0.13846153846153847,0.18988095238095237,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
LR-16915,Lena Radford,Consumer,26,6,535.4764,0.17500000000000002,0.09765624999999999,3,,Lost,Standard newsletter + seasonal promotions,LOW
KH-16360,Katherine Hughes,Consumer,1,6,528.2051,0.15,0.1220408163265306,3,,Lost,Standard newsletter + seasonal promotions,LOW
SL-20155,Sara Luxemburg,Home Office,70,7,527.9715,0.17777777777777778,0.016944444444444436,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
PM-19135,Peter McVee,Home Office,51,4,526.7537,0.1285714285714286,0.22,2,0.002786858,Lost,Standard newsletter + seasonal promotions,LOW
LH-16900,Lena Hernandez,Consumer,21,9,526.0727,0.12666666666666665,0.16666666666666663,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
BF-11215,Benjamin Farhat,Home Office,65,4,523.2133,0.05,0.34125,2,,Lost,Standard newsletter + seasonal promotions,LOW
AJ-10945,Ashley Jarboe,Consumer,85,7,521.1351999999999,0.04,0.27649999999999997,2,,Loyal,Upsell to higher-margin categories (Technology),LOW
FA-14230,Frank Atkinson,Corporate,97,7,520.5229,0.25882352941176473,0.07240196078431371,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
IM-15070,Irene Maddox,Consumer,390,7,514.6527,0.16666666666666666,0.06242063492063489,3,,At Risk,Re-engagement email: show personalized deals,LOW
NP-18670,Nora Paige,Consumer,58,5,514.6002,0.02,0.27625,3,0.0040584086,Lost,Standard newsletter + seasonal promotions,LOW
VM-21685,Valerie Mitchum,Home Office,54,7,513.5269,0.10000000000000002,0.21208333333333332,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
MT-17815,Meg Tillman,Consumer,49,6,509.0068,0.12999999999999998,0.16424999999999998,3,,Lost,Standard newsletter + seasonal promotions,LOW
JC-15385,Jenna Caffey,Consumer,175,1,502.92440000000005,0.05,0.384375,3,,Lost,Dormant reactivation: survey + discount offer,LOW
JM-15265,Janet Molinari,Corporate,37,5,502.6143,0.13846153846153847,0.06230769230769228,3,,Lost,Standard newsletter + seasonal promotions,LOW
CK-12595,Clytie Kelty,Consumer,43,11,497.70980000000003,0.184,0.08666190476190475,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
EN-13780,Edward Nazzal,Consumer,287,4,496.1131,0.044444444444444446,0.24472222222222217,3,,Lost,Dormant reactivation: survey + discount offer,LOW
AR-10825,Anthony Rawles,Corporate,58,8,494.83519999999993,0.07692307692307693,0.21243284493284492,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CV-12295,Christina VanderZanden,Consumer,254,5,493.0861,0.07692307692307693,0.2969230769230769,3,,Lost,Dormant reactivation: survey + discount offer,LOW
RL-19615,Rob Lucas,Consumer,121,8,488.14840000000004,0.21875,0.07612978524743229,3,0.0023726986,Loyal,Upsell to higher-margin categories (Technology),LOW
SV-20785,Stewart Visinsky,Consumer,320,9,485.0272,0.184,0.0947190476190476,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
MH-17455,Mark Hamilton,Consumer,85,8,484.77330000000006,0.16363636363636364,0.18446969696969695,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
DJ-13420,Denny Joy,Corporate,637,4,483.03499999999997,0.0,0.29799999999999993,3,,At Risk,Re-engagement email: show personalized deals,LOW
SN-20710,Steve Nguyen,Home Office,79,7,481.74989999999997,0.1168421052631579,0.22986731534719151,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
RD-19480,Rick Duston,Consumer,72,8,480.594,0.10666666666666667,0.26099999999999995,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
RB-19435,Richard Bierner,Consumer,19,8,477.23990000000003,0.1625,0.025572916666666643,3,0.0013964562,Loyal,Upsell to higher-margin categories (Technology),LOW
MH-18025,Michelle Huthwaite,Consumer,49,5,476.9032,0.13,0.04691666666666663,3,,Lost,Standard newsletter + seasonal promotions,LOW
DB-13060,Dave Brooks,Consumer,16,7,473.0272,0.1846153846153846,0.02942307692307692,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
RP-19390,Resi Pölking,Consumer,33,12,465.25030000000015,0.14800000000000002,0.12386666666666667,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
DE-13255,Deanra Eno,Home Office,719,5,464.47139999999996,0.1111111111111111,0.21490740740740738,3,,At Risk,Re-engagement email: show personalized deals,LOW
SG-20605,Speros Goranitis,Consumer,108,6,463.269,0.09230769230769233,0.23288461538461533,3,,Lost,Standard newsletter + seasonal promotions,LOW
MC-17275,Marc Crier,Consumer,76,8,461.0014,0.13076923076923078,0.13025641025641027,3,0.001359527,Loyal,Upsell to higher-margin categories (Technology),LOW
MF-18250,Monica Federle,Corporate,7,5,456.86080000000004,0.06666666666666667,0.291875,3,,Lost,Standard newsletter + seasonal promotions,LOW
RD-19900,Ruben Dartt,Consumer,114,9,455.5292,0.05714285714285715,0.2763095238095238,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
KH-16330,Katharine Harms,Corporate,40,8,454.7871,0.1388888888888889,0.1875132275132275,3,0.0012259036,Loyal,Upsell to higher-margin categories (Technology),LOW
JR-16210,Justin Ritter,Corporate,33,5,452.37300000000005,0.22000000000000003,-0.00625000000000005,3,,Lost,Standard newsletter + seasonal promotions,LOW
EJ-14155,Eva Jacobs,Consumer,57,5,451.87550000000005,0.0625,0.23174107142857142,2,,Lost,Standard newsletter + seasonal promotions,LOW
BT-11680,Brian Thompson,Consumer,20,7,447.74839999999995,0.07,0.305875,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
PJ-18835,Patrick Jones,Corporate,39,8,442.1355,0.07692307692307693,0.3192307692307692,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
GM-14500,Gene McClure,Consumer,106,10,441.3185,0.11538461538461539,0.2912362637362637,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SC-20230,Scot Coram,Corporate,149,4,440.14099999999996,0.10909090909090911,0.19749999999999998,3,0.002869458,Lost,Dormant reactivation: survey + discount offer,LOW
DB-13615,Doug Bickford,Consumer,33,7,438.80119999999994,0.14545454545454548,0.2418181818181818,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
PO-18865,Patrick O'Donnell,Consumer,0,7,437.8533,0.04615384615384616,0.2642307692307692,3,0.0018633486,Loyal,Upsell to higher-margin categories (Technology),LOW
AA-10480,Andrew Allen,Consumer,259,4,435.8274,0.016666666666666666,0.33083333333333326,3,,Lost,Dormant reactivation: survey + discount offer,LOW
PV-18985,Paul Van Hugh,Home Office,89,5,434.52840000000003,0.08461538461538462,0.2810714285714285,3,0.0035225863,Lost,Standard newsletter + seasonal promotions,LOW
BP-11095,Bart Pistole,Corporate,17,12,433.9751,0.165,0.13966666666666663,3,0.0014868999,Loyal,Upsell to higher-margin categories (Technology),LOW
DB-12910,Daniel Byrd,Home Office,21,8,431.3748,0.15416666666666667,0.16958741830065358,3,0.0013709853,Loyal,Upsell to higher-margin categories (Technology),LOW
JP-15460,Jennifer Patt,Corporate,37,7,429.7465,0.14,0.20114285714285712,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CP-12085,Cathy Prescott,Corporate,82,8,427.0258,0.14285714285714285,0.1444642857142857,3,0.0014310204,Loyal,Upsell to higher-margin categories (Technology),LOW
CD-11920,Carlos Daly,Consumer,40,5,426.661,0.044444444444444446,0.2794444444444444,3,0.004802906,Lost,Standard newsletter + seasonal promotions,LOW
CC-12430,Chuck Clark,Home Office,0,10,424.6583,0.05789473684210527,0.2977485380116959,3,0.0018030267,Loyal,Upsell to higher-margin categories (Technology),LOW
BT-11305,Beth Thompson,Home Office,336,5,417.5918,0.044444444444444446,0.2755555555555555,3,,At Risk,Re-engagement email: show personalized deals,LOW
ML-17755,Max Ludwig,Home Office,29,7,409.51120000000003,0.1076923076923077,0.2613461538461538,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
BT-11530,Bradley Talbott,Home Office,91,5,409.4983,0.1,0.24191666666666664,3,,Lost,Standard newsletter + seasonal promotions,LOW
CM-12115,Chad McGuire,Consumer,8,4,409.0679,0.028571428571428574,0.3139285714285714,3,,Lost,Standard newsletter + seasonal promotions,LOW
FP-14320,Frank Preis,Consumer,23,8,406.44730000000004,0.13571428571428573,0.21956349206349207,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CD-12790,Cynthia Delaney,Home Office,399,5,403.8422,0.02666666666666667,0.357,3,,At Risk,Re-engagement email: show personalized deals,LOW
NZ-18565,Nick Zandusky,Home Office,85,9,402.4236,0.175,0.15362499999999998,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
KE-16420,Katrina Edelman,Corporate,26,8,397.87989999999996,0.21466666666666667,0.07567647058823528,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
FG-14260,Frank Gastineau,Home Office,34,7,394.73969999999997,0.11818181818181818,0.20636363636363636,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CC-12220,Chris Cortes,Consumer,20,12,393.9618,0.11818181818181818,0.23650252525252524,3,0.0011842303,Loyal,Upsell to higher-margin categories (Technology),LOW
CC-12145,Charles Crestani,Consumer,106,7,392.2825,0.08181818181818182,0.30405844155844153,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
RM-19375,Raymond Messe,Consumer,345,6,392.1499,0.044444444444444446,0.31611111111111106,3,,At Risk,Re-engagement email: show personalized deals,LOW
TB-21055,Ted Butterfield,Consumer,119,5,390.2113,0.05555555555555555,0.3608575837742504,3,0.004560612,Lost,Standard newsletter + seasonal promotions,LOW
NF-18595,Nicole Fjeld,Home Office,114,7,388.2131,0.11666666666666668,0.2725,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
EJ-13720,Ed Jacobs,Consumer,302,4,387.0176,0.175,-0.010937499999999996,3,,Lost,Dormant reactivation: survey + discount offer,LOW
BS-11590,Brendan Sweed,Corporate,35,6,381.7807,0.3,-0.15250000000000002,2,,Lost,Standard newsletter + seasonal promotions,LOW
TB-21625,Trudy Brown,Consumer,30,9,379.882,0.14,0.06654761904761904,3,0.001379488,Loyal,Upsell to higher-margin categories (Technology),LOW
SC-20440,Shaun Chance,Corporate,36,7,379.5611,0.27999999999999997,-0.008333333333333337,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
DK-13375,Dennis Kane,Consumer,19,8,377.0799,0.10869565217391304,0.10527432712215319,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
HP-14815,Harold Pawlan,Home Office,30,7,373.8637,0.3,-0.17847222222222225,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
VB-21745,Victoria Brennan,Corporate,54,6,371.2398,0.16999999999999998,0.08077777777777775,3,,Lost,Standard newsletter + seasonal promotions,LOW
CW-11905,Carl Weiss,Home Office,22,6,370.8298,0.09090909090909091,0.2945454545454545,3,,Lost,Standard newsletter + seasonal promotions,LOW
SC-20680,Steve Carroll,Home Office,126,6,370.1578,0.0,0.3575,3,,Lost,Dormant reactivation: survey + discount offer,LOW
SZ-20035,Sam Zeldin,Home Office,35,11,366.43030000000005,0.22000000000000003,0.03767261904761904,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
TG-21640,Trudy Glocke,Consumer,114,4,365.7205,0.13,0.18424999999999997,3,,Lost,Standard newsletter + seasonal promotions,LOW
AH-10030,Aaron Hawkins,Corporate,12,7,365.2152,0.09090909090909091,0.3104545454545454,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CM-12235,Chris McAfee,Consumer,385,5,365.0387,0.07500000000000001,0.3390625,3,,At Risk,Re-engagement email: show personalized deals,LOW
BP-11185,Ben Peterman,Corporate,1,9,363.5991,0.19444444444444445,0.1183994708994709,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
JM-15535,Jessica Myrick,Consumer,102,7,356.5395,0.09,0.26535294117647057,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
AS-10285,Alejandro Savely,Corporate,19,6,354.62760000000003,0.225,-0.07895833333333335,3,,Lost,Standard newsletter + seasonal promotions,LOW
ND-18370,Natalie DeCherney,Consumer,27,9,353.64549999999997,0.21111111111111114,-0.05833333333333335,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
DV-13465,Dianna Vittorini,Consumer,29,6,353.2127,0.11333333333333334,0.15416666666666667,3,,Lost,Standard newsletter + seasonal promotions,LOW
LS-17245,Lynn Smith,Consumer,34,6,348.3584,0.08333333333333333,0.3577083333333333,3,,Lost,Standard newsletter + seasonal promotions,LOW
GM-14440,Gary McGarr,Consumer,83,7,347.266,0.11818181818181818,0.15815656565656566,3,0.0011682989,Loyal,Upsell to higher-margin categories (Technology),LOW
DJ-13510,Don Jones,Corporate,48,8,345.2521,0.06923076923076923,0.2834065934065934,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
AG-10900,Arthur Gainer,Consumer,96,10,343.6824,0.16666666666666666,0.09398659463785515,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
NL-18310,Nancy Lomonaco,Home Office,58,4,343.6381,0.06000000000000001,0.2815,2,,Lost,Standard newsletter + seasonal promotions,LOW
MG-17650,Matthew Grinstein,Home Office,29,7,341.898,0.1285714285714286,0.17690476190476193,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
BN-11515,Bradley Nguyen,Consumer,9,5,340.7054,0.023529411764705882,0.3176470588235294,3,,Lost,Standard newsletter + seasonal promotions,LOW
LP-17095,Liz Preis,Consumer,9,7,338.44539999999995,0.18666666666666665,0.061277777777777785,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
PG-18895,Paul Gonzalez,Consumer,57,9,334.5163,0.09411764705882353,0.1976470588235294,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
BD-11725,Bruce Degenhardt,Consumer,93,6,333.9791,0.02,0.3115,3,0.0050374568,Lost,Standard newsletter + seasonal promotions,LOW
Dp-13240,Dean percer,Home Office,84,11,333.36479999999995,0.18620689655172415,0.10040229885057468,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SW-20275,Scott Williamson,Consumer,30,6,332.8725,0.028571428571428574,0.3221428571428571,3,,Lost,Standard newsletter + seasonal promotions,LOW
SS-20140,Saphhira Shifley,Corporate,15,8,332.3487,0.11428571428571428,0.15047619047619046,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CC-12610,Corey Catlett,Corporate,34,7,331.434,0.27499999999999997,-0.17090277777777782,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
JK-15370,Jay Kimmel,Consumer,44,8,330.2838,0.12352941176470589,0.1906535947712418,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
JF-15355,Jay Fein,Consumer,105,6,330.199,0.07500000000000001,0.33296875,3,0.0025851903,Lost,Standard newsletter + seasonal promotions,LOW
KN-16705,Kristina Nunn,Home Office,98,8,329.76250000000005,0.12000000000000001,0.128,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
KD-16345,Katherine Ducich,Consumer,41,6,328.5942,0.13,0.2375,3,,Lost,Standard newsletter + seasonal promotions,LOW
CL-11890,Carl Ludwig,Consumer,106,4,328.0847,0.05714285714285715,0.26107142857142857,3,,Lost,Standard newsletter + seasonal promotions,LOW
DL-12865,Dan Lawera,Consumer,100,8,322.2449,0.15,0.22285714285714284,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
LT-17110,Liz Thompson,Consumer,34,8,320.973,0.24642857142857144,-0.04908263305322129,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
IG-15085,Ivan Gibson,Consumer,71,4,320.4982,0.028571428571428574,0.42,3,,Lost,Standard newsletter + seasonal promotions,LOW
MY-17380,Maribeth Yedwab,Corporate,29,7,319.1211,0.3076923076923077,-0.037948717948717944,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
RD-19810,Ross DeVincentis,Home Office,14,8,318.4625,0.1875,0.12390625,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
AF-10870,Art Ferguson,Consumer,41,7,317.9712,0.2,-0.07939732142857144,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
AB-10150,Aimee Bixby,Consumer,41,5,313.6597,0.13333333333333333,0.21479166666666663,3,,Lost,Standard newsletter + seasonal promotions,LOW
NG-18355,Nat Gilpin,Corporate,48,5,313.63349999999997,0.08750000000000001,0.2703125,3,,Lost,Standard newsletter + seasonal promotions,LOW
JP-16135,Julie Prescott,Home Office,102,9,309.7116,0.15384615384615385,0.18831501831501832,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
CR-12730,Craig Reiter,Consumer,78,4,306.9176,0.26666666666666666,0.040119047619047624,3,,Lost,Standard newsletter + seasonal promotions,LOW
RA-19915,Russell Applegate,Consumer,12,9,304.8673,0.27954545454545454,-0.2437089381207029,3,0.0012597692,Loyal,Upsell to higher-margin categories (Technology),LOW
BF-11020,Barry Französisch,Corporate,74,8,302.02,0.2571428571428572,0.02998299319727889,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
LC-16960,Lindsay Castell,Home Office,436,4,299.48019999999997,0.2857142857142857,-0.060714285714285735,3,,At Risk,Re-engagement email: show personalized deals,LOW
AC-10615,Ann Chong,Corporate,6,5,298.8273,0.1111111111111111,0.15125,3,,Lost,Standard newsletter + seasonal promotions,LOW
AG-10495,Andrew Gjertsen,Corporate,78,8,295.6668,0.20476190476190476,0.17664021164021163,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
DO-13645,Doug O'Connell,Consumer,26,7,294.0676,0.09090909090909091,0.2668181818181818,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
KB-16600,Ken Brennan,Corporate,1,7,293.55240000000003,0.2666666666666667,-0.20777777777777776,2,,Loyal,Upsell to higher-margin categories (Technology),LOW
TM-21490,Tony Molinari,Consumer,130,3,292.52099999999996,0.05,0.24812499999999996,3,,Lost,Dormant reactivation: survey + discount offer,LOW
DB-13360,Dennis Bolton,Home Office,264,5,291.0085,0.08333333333333333,0.33865740740740735,3,,Lost,Dormant reactivation: survey + discount offer,LOW
MN-17935,Michael Nguyen,Consumer,34,6,290.8227,0.26,-0.12350000000000003,3,0.0027052988,Lost,Standard newsletter + seasonal promotions,LOW
MC-17590,Matt Collister,Corporate,51,6,288.98409999999996,0.17058823529411765,0.1301470588235294,3,,Lost,Standard newsletter + seasonal promotions,LOW
DL-13315,Delfina Latchford,Consumer,22,8,288.8732,0.1823529411764706,0.09068627450980393,3,0.0023729333,Loyal,Upsell to higher-margin categories (Technology),LOW
LC-16930,Linda Cazamias,Corporate,41,8,288.26599999999996,0.17142857142857143,0.23966836734693878,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
SF-20200,Sarah Foster,Consumer,59,9,286.9046,0.12666666666666665,0.17977777777777776,3,,Loyal,Upsell to higher-margin categories (Technology),LOW
AP-10720,Anne Pryor,Home Office,41,8,285.7888,0.1631578947368421,0.17881578947368418,3,0.0018640875,Loyal,Upsell to higher-margin categories (Technology),LOW
